function,group,activity,year,amount,id
Образование,Образование,Общежития и интернати,2006,0.0,2648
Образование,Образование,Ученически почивни лагери,2006,906420.0,2649
Образование,Образование,Повишаване на квалификацията,2006,1.0145E7,2650
Образование,Образование,Столове,2006,1.194773E7,2651
Образование,Образование,Извънучилищни дейности,2006,1.319946E7,2652
Образование,Образование,"Академии,университети и висши училища",2006,0.0,2653
Образование,Образование,Други дейности за децата,2006,0.0,2654
Образование,Образование,Други дейности за младежта,2006,1746110.0,2655
Образование,Образование,"Международни програми и споразумения, дарения и помощи от чужбина",2006,2.054801E7,2656
Образование,Образование,Други дейности по образованието,2006,1.3813902E8,2657
Образование,Образование,Обединени детски заведения,2006,0.0,2658
Образование,Образование,"Академии, университети и висши училища",2006,3.9124704E8,2659
Образование,Образование,"Целодневни детски градини – до финансиране с приходи с общински характер, дарения и други",2006,0.0,2660
Образование,Образование,Специални детски градини,2006,3566990.0,2661
Образование,Образование,Сезонни детски градини,2006,65470.0,2662
Образование,Образование,Общообразователни спортни училища с държавен прием,2006,0.0,2663
Образование,Образование,"Домове за отглеждане и възпитание на деца, лишени от родителска грижа",2006,1.939253E7,2664
Образование,Образование,Предучилищна полудневна подготовка на 6-годишни деца,2006,2.581199E7,2665
Образование,Образование,Общообразователни спортни училища,2006,0.0,2666
Образование,Образование,Професионални учебни заведения,2006,0.0,2667
Образование,Образование,Общежития,2006,3.94613E7,2668
Образование,Образование,Целодневни детски градини и обединени детски заведения,2006,2.9993005E8,2669
Образование,Образование,Спортни училища,2006,1.116224E7,2670
Образование,Образование,Професионални училища и професионални паралелки към средно общообразователно училище,2006,2.1695881E8,2671
Образование,Образование,Приложни научни изследвания в областта на образованието,2006,672730.0,2672
Образование,Образование,Целодневни детски градини и обединени детски заведения за деца от 1 до 6 години,2006,0.0,2673
Образование,Образование,Полудневна подготовка в училище за деца на 6 години,2006,0.0,2674
Здравеопазване,Здравеопазване,"Научен институт за спешна медицинска помощ ""Пирогов""",2006,0.0,2675
Здравеопазване,Здравеопазване,Районни болници,2006,0.0,2676
Здравеопазване,Здравеопазване,Дом майка и дете,2006,0.0,2677
Здравеопазване,Здравеопазване,Лечебно-оздравителни заведения,2006,0.0,2678
Здравеопазване,Здравеопазване,Амбулаторно-поликлинични здравни заведения,2006,0.0,2679
Здравеопазване,Здравеопазване,Амбулаторно-поликлинични стоматологични заведения,2006,0.0,2680
Здравеопазване,Здравеопазване,Инфекциозна болница,2006,0.0,2681
Здравеопазване,Здравеопазване,"Управление, контрол и регулиране на дейности по здравеопазването",2006,8158000.0,2682
Здравеопазване,Здравеопазване,Общински болници,2006,1.703733E7,2683
Здравеопазване,Здравеопазване,Детски болници,2006,0.0,2684
Здравеопазване,Здравеопазване,Болници за белодробни болести,2006,200000.0,2685
Здравеопазване,Здравеопазване,Акушеро-гинекологични болници,2006,1868230.0,2686
Здравеопазване,Здравеопазване,Психиатрични болници,2006,1.3267E7,2687
Здравеопазване,Здравеопазване,Медицински служби по транспорта,2006,0.0,2688
Здравеопазване,Здравеопазване,Градски център по амбулаторна рехабилитация,2006,0.0,2689
Здравеопазване,Здравеопазване,Диспансери за пневмо-фтизиатрични заболявания,2006,1.009056E7,2690
Здравеопазване,Здравеопазване,Диспансери за психични заболявания,2006,9327500.0,2691
Здравеопазване,Здравеопазване,Диспансери за кожно-венерически заболявания,2006,3387740.0,2692
Здравеопазване,Здравеопазване,Диспансери за онкологични заболявания,2006,2.54939E7,2693
Здравеопазване,Здравеопазване,Диспансери по спортна медицина,2006,0.0,2694
Здравеопазване,Здравеопазване,Центрове за спешна медицинска помощ,2006,5.326535E7,2695
Здравеопазване,Здравеопазване,Хигиенно-епидемиологични инспекции,2006,0.0,2696
Здравеопазване,Здравеопазване,Детски ясли,2006,4.557876E7,2697
Здравеопазване,Здравеопазване,Агенция по лекарствата,2006,0.0,2698
Здравеопазване,Здравеопазване,Рехабилитация,2006,3019510.0,2699
Здравеопазване,Здравеопазване,Лечебна дейност,2006,0.0,2700
Здравеопазване,Здравеопазване,Районни центрове по здравна информация,2006,0.0,2701
Здравеопазване,Здравеопазване,Национални центрове,2006,1.981308E7,2702
Здравеопазване,Здравеопазване,Здравен кабинет в детски градини и училища,2006,0.0,2703
Здравеопазване,Здравеопазване,Зъботехнически лаборатории,2006,0.0,2704
Здравеопазване,Здравеопазване,"Институтски болници и клинична болница ""Лозенец""",2006,0.0,2705
Здравеопазване,Здравеопазване,Национална здравноосигурителна каса,2006,0.0,2706
Здравеопазване,Здравеопазване,Център за наркомания,2006,0.0,2707
Здравеопазване,Здравеопазване,"Международни програми и споразумения, дарения и помощи от чужбина",2006,1.625939E7,2708
Здравеопазване,Здравеопазване,Други дейности по здравеопазването,2006,1.3566287E9,2709
Здравеопазване,Здравеопазване,Многопрофилни болници за активно лечение,2006,1.1703338E8,2710
Здравеопазване,Здравеопазване,Домове за медико-социални грижи,2006,2.243924E7,2711
Здравеопазване,Здравеопазване,"Болница ""Лозенец""",2006,0.0,2712
Здравеопазване,Здравеопазване,Преобразувани лечебни заведения,2006,2.2926968E8,2713
Здравеопазване,Здравеопазване,Центрове за психично здраве,2006,110000.0,2714
Здравеопазване,Здравеопазване,Агенция по лекарствата (закрит),2006,0.0,2715
Здравеопазване,Здравеопазване,Специализирана болница по очни болести за активно лечение,2006,0.0,2716
Здравеопазване,Здравеопазване,Болница за долекуване и рехабилитация,2006,0.0,2717
Здравеопазване,Здравеопазване,"Други дейности по здравеопазването – до финансиране с приходи с общински характер, дарения и други",2006,0.0,2718
Здравеопазване,Здравеопазване,Болница по офталмология,2006,0.0,2719
Здравеопазване,Здравеопазване,Национални прогарами,2006,4963330.0,2720
Здравеопазване,Здравеопазване,Регионални инспекции за опазване и контрол на общественото здравеопазване,2006,3.156215E7,2721
Здравеопазване,Здравеопазване,Плащания за първична извънболнична медицинска помощ,2006,0.0,2722
Здравеопазване,Здравеопазване,Плащания за специализирана извънболнична медицинска помощ,2006,0.0,2723
Здравеопазване,Здравеопазване,Плащания за стоматологина помощ,2006,0.0,2724
Здравеопазване,Здравеопазване,Плащания за медико-диагностични дейности,2006,0.0,2725
Здравеопазване,Здравеопазване,Плащания за лекарства за домашно лечение и медицински издeлия,2006,0.0,2726
Здравеопазване,Здравеопазване,Плащания за болнична медицинска помощ,2006,3.375696E7,2727
Здравеопазване,Здравеопазване,Други здравноосигурителни плащания,2006,0.0,2728
Здравеопазване,Здравеопазване,Детски ясли за деца лишени от родителски грижи,2006,0.0,2729
Здравеопазване,Здравеопазване,Субституиращи и поддържащи програми,2006,0.0,2730
"Социално осигуряване, подпомагане и грижи",Пенсии,Пенсии,2006,4.2385474000000005E9,2731
"Социално осигуряване, подпомагане и грижи",Социални помощи и обезщетения,Социални помощи и обезщетения,2006,0.0,2732
"Социално осигуряване, подпомагане и грижи",Социални помощи и обезщетения,"Социални помощи и обезщетения по международни програми, помощи и дарения",2006,0.0,2733
"Социално осигуряване, подпомагане и грижи",Социални помощи и обезщетения,Помощи по Правилника за прилагане на Закона за социално подпомагане,2006,0.0,2734
"Социално осигуряване, подпомагане и грижи",Социални помощи и обезщетения,Други помощи по Правилника за прилагане на Закона за социално подпомагане,2006,0.0,2735
"Социално осигуряване, подпомагане и грижи",Социални помощи и обезщетения,Помощи по Указа за насърчаване на раждаемостта,2006,0.0,2736
"Социално осигуряване, подпомагане и грижи",Социални помощи и обезщетения,Други помощи и обезщетения,2006,9.459922E8,2737
"Социално осигуряване, подпомагане и грижи",Социални помощи и обезщетения,Помощи по Закона за семейните помощи за деца,2006,2.5374295E8,2738
"Социално осигуряване, подпомагане и грижи",Социални помощи и обезщетения,Помощи по Закона за социално подпомагане,2006,1.7446854E8,2739
"Социално осигуряване, подпомагане и грижи",Социални помощи и обезщетения,"Помощи по правилника за прилагане на ЗСП – до финансиране с приходи с общински характер, дарения и други",2006,0.0,2740
"Социално осигуряване, подпомагане и грижи",Социални помощи и обезщетения,Помощи по Закона за интеграция на хората с увреждания,2006,0.0,2741
"Социално осигуряване, подпомагане и грижи",Социални помощи и обезщетения,Помощи за диагностика и лечение на социално слаби лица,2006,0.0,2742
"Социално осигуряване, подпомагане и грижи",Социални помощи и обезщетения,Помощи по Закона за закрила на детето,2006,0.0,2743
"Социално осигуряване, подпомагане и грижи","Работи и служби по социалното осигуряване, подпомагане и заетостта","Служби по социалното осигуряване (ДОО, ПКБ и др.)",2006,0.0,2744
"Социално осигуряване, подпомагане и грижи","Работи и служби по социалното осигуряване, подпомагане и заетостта",Общински служби за социално подпомагане,2006,0.0,2745
"Социално осигуряване, подпомагане и грижи","Работи и служби по социалното осигуряване, подпомагане и заетостта",Заведения за социални услуги,2006,0.0,2746
"Социално осигуряване, подпомагане и грижи","Работи и служби по социалното осигуряване, подпомагане и заетостта",Домашен социален патронаж,2006,0.0,2747
"Социално осигуряване, подпомагане и грижи","Работи и служби по социалното осигуряване, подпомагане и заетостта",Дневни домове и други заведения за социални услуги,2006,0.0,2748
"Социално осигуряване, подпомагане и грижи","Работи и служби по социалното осигуряване, подпомагане и заетостта","Други служби и дейности по социалното осигуряване, подпомагане и заетостта",2006,0.0,2749
"Социално осигуряване, подпомагане и грижи","Работи и служби по социалното осигуряване, подпомагане и заетостта",Заведения за социални услуги и стационар,2006,0.0,2750
"Социално осигуряване, подпомагане и грижи","Работи и служби по социалното осигуряване, подпомагане и заетостта",Домашен социален патронаж и трапезарии,2006,0.0,2751
"Социално осигуряване, подпомагане и грижи","Работи и служби по социалното осигуряване, подпомагане и заетостта",Служби по социалното осигуряване (ДОО и др.),2006,0.0,2752
"Социално осигуряване, подпомагане и грижи","Работи и служби по социалното осигуряване, подпомагане и заетостта",Заведения за социални услуги извън обичайната домашна среда,2006,0.0,2753
"Социално осигуряване, подпомагане и грижи","Работи и служби по социалното осигуряване, подпомагане и заетостта",Домашен социален патронаж,2006,0.0,2754
"Социално осигуряване, подпомагане и грижи","Работи и служби по социалното осигуряване, подпомагане и заетостта",Дневни домове и други заведения за социални услуги в обичайна домашна среда,2006,0.0,2755
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Служби по социалното осигуряване (ДОО и др.),2006,5.464619E7,2756
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Дирекции за социално подпомагане,2006,5.067912E7,2757
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Домашен социален патронаж и трапезарии,2006,0.0,2758
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта","Клубове на пенсионера, инвалида и други социални услуги",2006,0.0,2759
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Дейности за предотвратяване на трудови злополуки и професионални болести,2006,9864690.0,2760
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Програми за временна заетост,2006,1.916124E8,2761
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Други програми и дейности за осигуряване на заетост,2006,4.101498E7,2762
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Домове за стари хора,2006,1.873095E7,2763
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Домове за възрастни с умствена изостаналост,2006,1.150966E7,2764
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Домове за възрастни с психически разстройства,2006,0.0,2765
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Домове за възрастни с физически увреждания,2006,7545540.0,2766
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Домове за лица със сетивни увреждания,2006,0.0,2767
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Социални учебно-професионални заведения,2006,5196600.0,2768
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Домове за деца и младежи с умствена изостаналост (3-25 г.),2006,0.0,2769
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Домове за временно настаняване и домове за възрастни с деменция,2006,0.0,2770
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Дневни домове за стари хора,2006,0.0,2771
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Дневни домове за деца и младежи с умствена изостаналост (3-18 г.),2006,0.0,2772
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Центрове за социална рехабилитация на инвалиди,2006,1250680.0,2773
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Други дейности и служби за социални услуги,2006,0.0,2774
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта","Международни програми и споразумения, дарения и помощи от чужбина",2006,1.997708E7,2775
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта","Други служби и дейности по социалното осигуряване, подпомагане и заетостта",2006,1.1470321E8,2776
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта","Домашен социален патронаж, трапезарии и други социални услуги",2006,3.029874E7,2777
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта","Клубове на пенсионера, инвалида и др.",2006,4093510.0,2778
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Домове за възрастни с психични разстройства,2006,7890980.0,2779
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Домове за възрастни със сетивни увреждания,2006,430500.0,2780
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Домове за деца и младежи с умствена изостаналост,2006,1.023039E7,2781
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Домове за временно настаняване,2006,1237880.0,2782
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Дневни центрове за стари хора,2006,382410.0,2783
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Дневни центрове за деца и младежи с увреждания,2006,3727680.0,2784
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Дневни центрове за възрастни с увреждания,2006,960060.0,2785
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Домове за възрастни с деменция,2006,4770070.0,2786
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Приюти,2006,248250.0,2787
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Програми и мерки за закрила на детето,2006,4042640.0,2788
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Защитени жилища,2006,2416300.0,2789
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Центрове за обществена подкрепа,2006,0.0,2790
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта","Звена ""Майка и бебе""",2006,0.0,2791
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Център за работа с деца на улицата,2006,0.0,2792
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Кризисен център,2006,0.0,2793
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Център за настаняване от семеен тип,2006,0.0,2794
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта","Домове за отглеждане и възпитание на деца от 3 до 6 години, вкл. лишени от родителски грижи",2006,0.0,2795
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта","Домове за отглеждане и възпитание на деца от 1-ви до 13-ти клас вкл., лишени от родителски грижи",2006,0.0,2796
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Домове за възрастни хора с умствена изостаналост,2006,0.0,2797
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Домове за възрастни хора с психични разстройства,2006,0.0,2798
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Домове за възрастни хора с физически увреждания,2006,0.0,2799
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Домове за възрастни хора със сетивни увреждания,2006,0.0,2800
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Домове за деца с умствена изостаналост,2006,0.0,2801
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Дневни центрове за деца с увреждания,2006,0.0,2802
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Центрове за социална рехабилитация и интеграция,2006,0.0,2803
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Дневни центрове за възрастни хора с увреждания,2006,0.0,2804
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Домове за възрастни хора с деменция,2006,0.0,2805
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Домове за възрастни хора с увреждания,2006,0.0,2806
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Социален учебно-професионален център,2006,0.0,2807
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Домове за деца,2006,0.0,2808
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Център за временно настаняване,2006,0.0,2809
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Наблюдавани жилища,2006,0.0,2810
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Преходни жилища,2006,0.0,2811
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Дневни центрове,2006,0.0,2812
"Жилищно строителство, благоустройство, комунално стопанство и опазване на околната среда","Жилищно строителство, благоустройство, комунално стопанство и опазване на околната среда","Управление, контрол и регулиране на дейностите по жил. строителство и териториално развитие",2006,0.0,2813
"Жилищно строителство, благоустройство, комунално стопанство и опазване на околната среда","Жилищно строителство, благоустройство, комунално стопанство и опазване на околната среда","Служби по кадастър, геодезия и регистрация на недвижимата собственост",2006,0.0,2814
"Жилищно строителство, благоустройство, комунално стопанство и опазване на околната среда","Жилищно строителство, благоустройство, комунално стопанство и опазване на околната среда",Водоснабдяване и канализация,2006,0.0,2815
"Жилищно строителство, благоустройство, комунално стопанство и опазване на околната среда","Жилищно строителство, благоустройство, комунално стопанство и опазване на околната среда",Осветление на улици и площади,2006,0.0,2816
"Жилищно строителство, благоустройство, комунално стопанство и опазване на околната среда","Жилищно строителство, благоустройство, комунално стопанство и опазване на околната среда",Бани и перални,2006,0.0,2817
"Жилищно строителство, благоустройство, комунално стопанство и опазване на околната среда","Жилищно строителство, благоустройство, комунално стопанство и опазване на околната среда",,2006,0.0,2818
"Жилищно строителство, благоустройство, комунално стопанство и опазване на околната среда","Жилищно строителство, благоустройство, комунално стопанство и опазване на околната среда",Други дейности по жилищното строителство и териториалното развитие,2006,0.0,2819
"Жилищно строителство, благоустройство, комунално стопанство и опазване на околната среда","Жилищно строителство, благоустройство, комунално стопанство и опазване на околната среда","Управление, контрол и регулиране на дейностите по опазване на околната среда",2006,0.0,2820
"Жилищно строителство, благоустройство, комунално стопанство и опазване на околната среда","Жилищно строителство, благоустройство, комунално стопанство и опазване на околната среда",Озеленяване,2006,0.0,2821
"Жилищно строителство, благоустройство, комунално стопанство и опазване на околната среда","Жилищно строителство, благоустройство, комунално стопанство и опазване на околната среда",Чистота,2006,0.0,2822
"Жилищно строителство, благоустройство, комунално стопанство и опазване на околната среда","Жилищно строителство, благоустройство, комунално стопанство и опазване на околната среда",Геозащита,2006,0.0,2823
"Жилищно строителство, благоустройство, комунално стопанство и опазване на околната среда","Жилищно строителство, благоустройство, комунално стопанство и опазване на околната среда","Международни програми и споразумения, дарения и помощи от чужбина",2006,0.0,2824
"Жилищно строителство, благоустройство, комунално стопанство и опазване на околната среда","Жилищно строителство, благоустройство, комунално стопанство и опазване на околната среда",Други дейности по благоустройство и опазване на околната среда,2006,0.0,2825
"Жилищно строителство, благоустройство, комунално стопанство и опазване на околната среда","Жилищно строителство, благоустройство, комунално стопанство и опазване на околната среда",Други дейности по жилищното строителство и регионалното развитие,2006,0.0,2826
"Жилищно строителство, благоустройство, комунално стопанство и опазване на околната среда","Жилищно строителство, благоустройство, комунално стопанство","Управление, контрол и регулиране на дейностите по жил. строителство и териториално развитие",2006,2.398373E7,2827
"Жилищно строителство, благоустройство, комунално стопанство и опазване на околната среда","Жилищно строителство, благоустройство, комунално стопанство","Служби по кадастър, геодезия и регистрация на недвижимата собственост",2006,1.188031E7,2828
"Жилищно строителство, благоустройство, комунално стопанство и опазване на околната среда","Жилищно строителство, благоустройство, комунално стопанство",Водоснабдяване и канализация,2006,8.305974E7,2829
"Жилищно строителство, благоустройство, комунално стопанство и опазване на околната среда","Жилищно строителство, благоустройство, комунално стопанство",Осветление на улици и площади,2006,5.790972E7,2830
"Жилищно строителство, благоустройство, комунално стопанство и опазване на околната среда","Жилищно строителство, благоустройство, комунално стопанство",Бани и перални,2006,643590.0,2831
"Жилищно строителство, благоустройство, комунално стопанство и опазване на околната среда","Жилищно строителство, благоустройство, комунално стопанство","Изграждане, ремонт и поддържане на уличната мрежа",2006,0.0,2832
