function,group,activity,year,id,amount
Общи държавни служби,Изпълнителни и законодателни органи,Централни държавни органи по културата и спорта,2005,2154,0
Общи държавни служби,Изпълнителни и законодателни органи,Контролни държавни и общински органи,2005,2155,0
Общи държавни служби,Изпълнителни и законодателни органи,Членове на Европейския парлмент от Република България,2005,2156,0
Общи държавни служби,Общи служби,"Статистически институт,служби и дейности,социологически проучвания и анкети",2005,2157,16168320
Общи държавни служби,Общи служби,Общоикономическо и социално програмиране и прогнозиране,2005,2158,758740
Общи държавни служби,Общи служби,Регистрация и контрол на чуждестранните инвестиции,2005,2159,5302902
Общи държавни служби,Общи служби,Служби и дейности за връзки с българите в чужбина,2005,2160,436447
Общи държавни служби,Общи служби,Служби и дейности за подпомагане на бежанците,2005,2161,2252600
Общи държавни служби,Общи служби,Управление и администриране на получена чуждестранна помощ,2005,2162,245527
Общи държавни служби,Общи служби,Управление на държавния резерв и военновременните запаси,2005,2163,77226410
Общи държавни служби,Общи служби,Управление на гражд.администрация и административно обслужване на населението,2005,2164,0
Общи държавни служби,Общи служби,Други общи служби,2005,2165,2496365
Общи държавни служби,Общи служби,Ликвидационна комисия за закрити бюджетни организации,2005,2166,147157
Общи държавни служби,Общи служби,"Международни програми и споразумения, дарения и помощи от чужбина",2005,2167,1007178
Общи държавни служби,Наука,Организация и управление на научните изследвания и дейности,2005,2168,1307306
Общи държавни служби,Наука,Научноизследователско дело,2005,2169,86223180
Общи държавни служби,Наука,Научноизследователски институти и центрове,2005,2170,35497598
Общи държавни служби,Наука,"Международни програми и споразумения, дарения и помощи от чужбина",2005,2171,8959749
Общи държавни служби,Наука,Други дейности на науката,2005,2172,1811142
Отбрана и сиурност,Отбрана,Дейности по отбраната,2005,2173,751324393
Отбрана и сиурност,Отбрана,"Международни програми и споразумения, дарения и помощи от чужбина",2005,2174,0
Отбрана и сиурност,Отбрана,Други дейности по отбраната,2005,2175,11343276
Отбрана и сиурност,Отбрана,Дейности по подготовката и присъединяването към НАТО,2005,2176,73974719
Отбрана и сиурност,Отбрана,Отбранително-мобилизационна подготовка,2005,2177,11739514
Отбрана и сиурност,Отбрана,Мироопазващи мисии в чужбина,2005,2178,74000000
Отбрана и сиурност,Отбрана,Участие на Република България в НАТО,2005,2179,0
Отбрана и сиурност,"Полиция, вътрешен ред и сигурност","Полиция, противопожарна охрана и вътрешен ред",2005,2180,774120517
Отбрана и сиурност,"Полиция, вътрешен ред и сигурност",Национална служба за охрана,2005,2181,18457823
Отбрана и сиурност,"Полиция, вътрешен ред и сигурност",Национална разузнавателна служба,2005,2182,13946269
Отбрана и сиурност,"Полиция, вътрешен ред и сигурност",Противопожарна охрана,2005,2183,0
Отбрана и сиурност,"Полиция, вътрешен ред и сигурност",Приложни научни изследвания в областта на вътрешния ред и сигурност,2005,2184,0
Отбрана и сиурност,"Полиция, вътрешен ред и сигурност","Международни програми и споразумения, дарения и помощи от чужбина",2005,2185,0
Отбрана и сиурност,"Полиция, вътрешен ред и сигурност",Други дейности по вътрешната сигурност,2005,2186,17655838
Отбрана и сиурност,"Полиция, вътрешен ред и сигурност",Полиция и вътрешен ред,2005,2187,0
Отбрана и сиурност,Съдебна власт,Висш съдебен съвет,2005,2188,5248267
Отбрана и сиурност,Съдебна власт,Върховен административен съд,2005,2189,10187542
Отбрана и сиурност,Съдебна власт,Върховен касационен съд,2005,2190,11880899
Отбрана и сиурност,Съдебна власт,Прокуратура,2005,2191,52736345
Отбрана и сиурност,Съдебна власт,Специална следствена служба,2005,2192,0
Отбрана и сиурност,Съдебна власт,Съдилища,2005,2193,117333433
Отбрана и сиурност,Съдебна власт,Следствени служби и други дейности на съдебната власт,2005,2194,0
Отбрана и сиурност,Съдебна власт,Следствени служби,2005,2195,0
Отбрана и сиурност,Съдебна власт,Други дейности на съдебната власт,2005,2196,18814497
Отбрана и сиурност,Съдебна власт,Специализирана следствена служба,2005,2197,0
Отбрана и сиурност,Съдебна власт,Национална следствена служба,2005,2198,6815752
Отбрана и сиурност,Съдебна власт,Окръжни следствени служби,2005,2199,42843014
Отбрана и сиурност,Съдебна власт,"Международни програми и споразумения, дарения и помощи от чужбина",2005,2200,0
Отбрана и сиурност,Администрация на затворите,Места за лишаване от свобода,2005,2201,67858717
Отбрана и сиурност,"Гражданска защита, управление и дейности при кризи, стихийни бедствия и аварии ",Гражданска защита,2005,2202,0
Отбрана и сиурност,"Гражданска защита, управление и дейности при кризи, стихийни бедствия и аварии ","Отбранително-мобилизационна подготовка, поддържане на запаси и мощности",2005,2203,0
Отбрана и сиурност,"Гражданска защита, управление и дейности при кризи, стихийни бедствия и аварии ","Превантивна дейност за намаляване на вредните последствия от кризи, бедствия и аварии",2005,2204,0
Отбрана и сиурност,"Гражданска защита, управление и дейности при кризи, стихийни бедствия и аварии ",Ликвидиране на последици от стихийни бедствия и производствени аварии,2005,2205,0
Отбрана и сиурност,"Гражданска защита, управление и дейности при кризи, стихийни бедствия и аварии ","Международни програми и споразумения, дарения и помощи от чужбина",2005,2206,0
Отбрана и сиурност,"Гражданска защита, управление и дейности при кризи, стихийни бедствия и аварии ",Други дейности по управление при кризи,2005,2207,0
Отбрана и сиурност,"Гражданска защита, управление и дейности при кризи, стихийни бедствия и аварии ",Доброволни формирования за защита при бедствия,2005,2208,0
Образование,Образование,"Управление, контрол, регулиране и лицензиране на дейности по образованието",2005,2209,8044942
Образование,Образование,Целодневни детски градини,2005,2210,0
Образование,Образование,Санаториални детски градини,2005,2211,0
Образование,Образование,Обединени детски заведения и комплекси,2005,2212,0
Образование,Образование,Полудневни детски градини,2005,2213,1584068
Образование,Образование,Временни летни детски градини,2005,2214,0
Образование,Образование,Специални училища,2005,2215,37282337
Образование,Образование,Общообразователни училища,2005,2216,642945832
Образование,Образование,Общообразователни вечерни училища,2005,2217,0
Образование,Образование,Общообразователни спортни училища,2005,2218,0
Образование,Образование,Училища в чужбина,2005,2219,2254203
Образование,Образование,Професионални учебни заведения и педагогически консултационни кабинети (ПКК),2005,2220,0
Образование,Образование,Домове за деца и юноши,2005,2221,0
Образование,Образование,Общежития и интернати,2005,2222,0
Образование,Образование,Ученически почивни лагери,2005,2223,1948508
Образование,Образование,Повишаване на квалификацията,2005,2224,8858983
Образование,Образование,Столове,2005,2225,10437694
Образование,Образование,Извънучилищни дейности,2005,2226,11358033
Образование,Образование,"Академии,университети и висши училища",2005,2227,0
Образование,Образование,Други дейности за децата,2005,2228,0
Образование,Образование,Други дейности за младежта,2005,2229,1108108
Образование,Образование,"Международни програми и споразумения, дарения и помощи от чужбина",2005,2230,17105920
Образование,Образование,Други дейности по образованието,2005,2231,169707443
Образование,Образование,Обединени детски заведения,2005,2232,0
Образование,Образование,"Академии, университети и висши училища",2005,2233,349042281
Образование,Образование,"Целодневни детски градини – до финансиране с приходи с общински характер, дарения и други",2005,2234,0
Образование,Образование,Специални детски градини,2005,2235,3041191
Образование,Образование,Сезонни детски градини,2005,2236,63244
Образование,Образование,Общообразователни спортни училища с държавен прием,2005,2237,0
Образование,Образование,"Домове за отглеждане и възпитание на деца, лишени от родителска грижа",2005,2238,18450702
Образование,Образование,Предучилищна полудневна подготовка на 6-годишни деца,2005,2239,22621807
Образование,Образование,Общообразователни спортни училища,2005,2240,0
Образование,Образование,Професионални учебни заведения,2005,2241,0
Образование,Образование,Общежития,2005,2242,36354086
Образование,Образование,Целодневни детски градини и обединени детски заведения,2005,2243,264236801
Образование,Образование,Спортни училища,2005,2244,10192643
Образование,Образование,Професионални училища и професионални паралелки към средно общообразователно училище,2005,2245,198190516
Образование,Образование,Приложни научни изследвания в областта на образованието,2005,2246,0
Образование,Образование,Целодневни детски градини и обединени детски заведения за деца от 1 до 6 години,2005,2247,0
Образование,Образование,Полудневна подготовка в училище за деца на 6 години,2005,2248,0
Здравеопазване,Здравеопазване,"Научен институт за спешна медицинска помощ ""Пирогов""",2005,2249,0
Здравеопазване,Здравеопазване,Районни болници,2005,2250,0
Здравеопазване,Здравеопазване,Дом майка и дете,2005,2251,0
Здравеопазване,Здравеопазване,Лечебно-оздравителни заведения,2005,2252,0
Здравеопазване,Здравеопазване,Амбулаторно-поликлинични здравни заведения,2005,2253,0
Здравеопазване,Здравеопазване,Амбулаторно-поликлинични стоматологични заведения,2005,2254,0
Здравеопазване,Здравеопазване,Инфекциозна болница,2005,2255,0
Здравеопазване,Здравеопазване,"Управление, контрол и регулиране на дейности по здравеопазването",2005,2256,7305066
Здравеопазване,Здравеопазване,Общински болници,2005,2257,12273461
Здравеопазване,Здравеопазване,Детски болници,2005,2258,0
Здравеопазване,Здравеопазване,Болници за белодробни болести,2005,2259,600000
Здравеопазване,Здравеопазване,Акушеро-гинекологични болници,2005,2260,1000000
Здравеопазване,Здравеопазване,Психиатрични болници,2005,2261,12754159
Здравеопазване,Здравеопазване,Медицински служби по транспорта,2005,2262,0
Здравеопазване,Здравеопазване,Градски център по амбулаторна рехабилитация,2005,2263,0
Здравеопазване,Здравеопазване,Диспансери за пневмо-фтизиатрични заболявания,2005,2264,10178350
Здравеопазване,Здравеопазване,Диспансери за психични заболявания,2005,2265,8549114
Здравеопазване,Здравеопазване,Диспансери за кожно-венерически заболявания,2005,2266,2990430
Здравеопазване,Здравеопазване,Диспансери за онкологични заболявания,2005,2267,29482480
Здравеопазване,Здравеопазване,Диспансери по спортна медицина,2005,2268,0
Здравеопазване,Здравеопазване,Центрове за спешна медицинска помощ,2005,2269,53853523
Здравеопазване,Здравеопазване,Хигиенно-епидемиологични инспекции,2005,2270,0
Здравеопазване,Здравеопазване,Детски ясли,2005,2271,38423334
Здравеопазване,Здравеопазване,Агенция по лекарствата,2005,2272,0
Здравеопазване,Здравеопазване,Рехабилитация,2005,2273,3498260
Здравеопазване,Здравеопазване,Лечебна дейност,2005,2274,0
Здравеопазване,Здравеопазване,Районни центрове по здравна информация,2005,2275,0
Здравеопазване,Здравеопазване,Национални центрове,2005,2276,25341324
Здравеопазване,Здравеопазване,Здравен кабинет в детски градини и училища,2005,2277,0
Здравеопазване,Здравеопазване,Зъботехнически лаборатории,2005,2278,0
Здравеопазване,Здравеопазване,"Институтски болници и клинична болница ""Лозенец""",2005,2279,0
Здравеопазване,Здравеопазване,Национална здравноосигурителна каса,2005,2280,0
Здравеопазване,Здравеопазване,Център за наркомания,2005,2281,109650
Здравеопазване,Здравеопазване,"Международни програми и споразумения, дарения и помощи от чужбина",2005,2282,28078293
Здравеопазване,Здравеопазване,Други дейности по здравеопазването,2005,2283,1105597530
Здравеопазване,Здравеопазване,Многопрофилни болници за активно лечение,2005,2284,153200154
Здравеопазване,Здравеопазване,Домове за медико-социални грижи,2005,2285,21008919
Здравеопазване,Здравеопазване,"Болница ""Лозенец""",2005,2286,0
Здравеопазване,Здравеопазване,Преобразувани лечебни заведения,2005,2287,438902563
Здравеопазване,Здравеопазване,Центрове за психично здраве,2005,2288,0
Здравеопазване,Здравеопазване,Агенция по лекарствата (закрит),2005,2289,0
Здравеопазване,Здравеопазване,Специализирана болница по очни болести за активно лечение,2005,2290,0
Здравеопазване,Здравеопазване,Болница за долекуване и рехабилитация,2005,2291,0
Здравеопазване,Здравеопазване,"Други дейности по здравеопазването – до финансиране с приходи с общински характер, дарения и други",2005,2292,0
Здравеопазване,Здравеопазване,Болница по офталмология,2005,2293,0
Здравеопазване,Здравеопазване,Национални прогарами,2005,2294,21188235
Здравеопазване,Здравеопазване,Регионални инспекции за опазване и контрол на общественото здравеопазване,2005,2295,34268679
Здравеопазване,Здравеопазване,Плащания за първична извънболнична медицинска помощ,2005,2296,0
Здравеопазване,Здравеопазване,Плащания за специализирана извънболнична медицинска помощ,2005,2297,0
Здравеопазване,Здравеопазване,Плащания за стоматологина помощ,2005,2298,0
Здравеопазване,Здравеопазване,Плащания за медико-диагностични дейности,2005,2299,0
Здравеопазване,Здравеопазване,Плащания за лекарства за домашно лечение и медицински издeлия,2005,2300,0
Здравеопазване,Здравеопазване,Плащания за болнична медицинска помощ,2005,2301,0
Здравеопазване,Здравеопазване,Други здравноосигурителни плащания,2005,2302,0
Здравеопазване,Здравеопазване,Детски ясли за деца лишени от родителски грижи,2005,2303,0
Здравеопазване,Здравеопазване,Субституиращи и поддържащи програми,2005,2304,0
"Социално осигуряване, подпомагане и грижи",Пенсии,Пенсии,2005,2305,3803311941
"Социално осигуряване, подпомагане и грижи",Социални помощи и обезщетения,Социални помощи и обезщетения,2005,2306,0
"Социално осигуряване, подпомагане и грижи",Социални помощи и обезщетения,"Социални помощи и обезщетения по международни програми, помощи и дарения",2005,2307,0
"Социално осигуряване, подпомагане и грижи",Социални помощи и обезщетения,Помощи по Правилника за прилагане на Закона за социално подпомагане,2005,2308,0
"Социално осигуряване, подпомагане и грижи",Социални помощи и обезщетения,Други помощи по Правилника за прилагане на Закона за социално подпомагане,2005,2309,0
"Социално осигуряване, подпомагане и грижи",Социални помощи и обезщетения,Помощи по Указа за насърчаване на раждаемостта,2005,2310,0
"Социално осигуряване, подпомагане и грижи",Социални помощи и обезщетения,Други помощи и обезщетения,2005,2311,833569780
"Социално осигуряване, подпомагане и грижи",Социални помощи и обезщетения,Помощи по Закона за семейните помощи за деца,2005,2312,256451040
"Социално осигуряване, подпомагане и грижи",Социални помощи и обезщетения,Помощи по Закона за социално подпомагане,2005,2313,176424052
"Социално осигуряване, подпомагане и грижи",Социални помощи и обезщетения,"Помощи по правилника за прилагане на ЗСП – до финансиране с приходи с общински характер, дарения и други",2005,2314,0
"Социално осигуряване, подпомагане и грижи",Социални помощи и обезщетения,Помощи по Закона за интеграция на хората с увреждания,2005,2315,0
"Социално осигуряване, подпомагане и грижи",Социални помощи и обезщетения,Помощи за диагностика и лечение на социално слаби лица,2005,2316,0
"Социално осигуряване, подпомагане и грижи",Социални помощи и обезщетения,Помощи по Закона за закрила на детето,2005,2317,0
"Социално осигуряване, подпомагане и грижи","Работи и служби по социалното осигуряване, подпомагане и заетостта","Служби по социалното осигуряване (ДОО, ПКБ и др.)",2005,2318,0
"Социално осигуряване, подпомагане и грижи","Работи и служби по социалното осигуряване, подпомагане и заетостта",Общински служби за социално подпомагане,2005,2319,0
"Социално осигуряване, подпомагане и грижи","Работи и служби по социалното осигуряване, подпомагане и заетостта",Заведения за социални услуги,2005,2320,0
"Социално осигуряване, подпомагане и грижи","Работи и служби по социалното осигуряване, подпомагане и заетостта",Домашен социален патронаж,2005,2321,0
"Социално осигуряване, подпомагане и грижи","Работи и служби по социалното осигуряване, подпомагане и заетостта",Дневни домове и други заведения за социални услуги,2005,2322,0
"Социално осигуряване, подпомагане и грижи","Работи и служби по социалното осигуряване, подпомагане и заетостта","Други служби и дейности по социалното осигуряване, подпомагане и заетостта",2005,2323,0
"Социално осигуряване, подпомагане и грижи","Работи и служби по социалното осигуряване, подпомагане и заетостта",Заведения за социални услуги и стационар,2005,2324,0
"Социално осигуряване, подпомагане и грижи","Работи и служби по социалното осигуряване, подпомагане и заетостта",Домашен социален патронаж и трапезарии,2005,2325,0
"Социално осигуряване, подпомагане и грижи","Работи и служби по социалното осигуряване, подпомагане и заетостта",Служби по социалното осигуряване (ДОО и др.),2005,2326,0
"Социално осигуряване, подпомагане и грижи","Работи и служби по социалното осигуряване, подпомагане и заетостта",Заведения за социални услуги извън обичайната домашна среда,2005,2327,0
"Социално осигуряване, подпомагане и грижи","Работи и служби по социалното осигуряване, подпомагане и заетостта",Домашен социален патронаж,2005,2328,0
"Социално осигуряване, подпомагане и грижи","Работи и служби по социалното осигуряване, подпомагане и заетостта",Дневни домове и други заведения за социални услуги в обичайна домашна среда,2005,2329,0
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Служби по социалното осигуряване (ДОО и др.),2005,2330,65078225
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Дирекции за социално подпомагане,2005,2331,47933916
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Домашен социален патронаж и трапезарии,2005,2332,0
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта","Клубове на пенсионера, инвалида и други социални услуги",2005,2333,0
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Дейности за предотвратяване на трудови злополуки и професионални болести,2005,2334,9452043
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Програми за временна заетост,2005,2335,171215935
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Други програми и дейности за осигуряване на заетост,2005,2336,36674599
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Домове за стари хора,2005,2337,15981974
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Домове за възрастни с умствена изостаналост,2005,2338,10943319
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Домове за възрастни с психически разстройства,2005,2339,0
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Домове за възрастни с физически увреждания,2005,2340,7011815
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Домове за лица със сетивни увреждания,2005,2341,0
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Социални учебно-професионални заведения,2005,2342,4918108
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Домове за деца и младежи с умствена изостаналост (3-25 г.),2005,2343,0
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Домове за временно настаняване и домове за възрастни с деменция,2005,2344,0
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Дневни домове за стари хора,2005,2345,0
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Дневни домове за деца и младежи с умствена изостаналост (3-18 г.),2005,2346,0
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Центрове за социална рехабилитация на инвалиди,2005,2347,832476
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Други дейности и служби за социални услуги,2005,2348,0
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта","Международни програми и споразумения, дарения и помощи от чужбина",2005,2349,1290891
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта","Други служби и дейности по социалното осигуряване, подпомагане и заетостта",2005,2350,125689463
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта","Домашен социален патронаж, трапезарии и други социални услуги",2005,2351,28190149
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта","Клубове на пенсионера, инвалида и др.",2005,2352,3049173
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Домове за възрастни с психични разстройства,2005,2353,5183292
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Домове за възрастни със сетивни увреждания,2005,2354,365894
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Домове за деца и младежи с умствена изостаналост,2005,2355,8994547
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Домове за временно настаняване,2005,2356,1008097
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Дневни центрове за стари хора,2005,2357,218891
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Дневни центрове за деца и младежи с увреждания,2005,2358,2740904
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Дневни центрове за възрастни с увреждания,2005,2359,392026
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Домове за възрастни с деменция,2005,2360,4406751
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Приюти,2005,2361,151739
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Програми и мерки за закрила на детето,2005,2362,3054567
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Защитени жилища,2005,2363,325637
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Центрове за обществена подкрепа,2005,2364,0
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта","Звена ""Майка и бебе""",2005,2365,0
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Център за работа с деца на улицата,2005,2366,0
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Кризисен център,2005,2367,0
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Център за настаняване от семеен тип,2005,2368,0
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта","Домове за отглеждане и възпитание на деца от 3 до 6 години, вкл. лишени от родителски грижи",2005,2369,0
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта","Домове за отглеждане и възпитание на деца от 1-ви до 13-ти клас вкл., лишени от родителски грижи",2005,2370,0
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Домове за възрастни хора с умствена изостаналост,2005,2371,0
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Домове за възрастни хора с психични разстройства,2005,2372,0
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Домове за възрастни хора с физически увреждания,2005,2373,0
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Домове за възрастни хора със сетивни увреждания,2005,2374,0
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Домове за деца с умствена изостаналост,2005,2375,0
"Социално осигуряване, подпомагане и грижи","Програми, дейности и служби по социалното осигуряване, подпомагане и заетостта",Дневни центрове за деца с увреждания,2005,2376,0
